title,sku_id,Variant_id,Variant,category,sub_category
Kinley Soda Club Bottle,5c029b4e08e0144a1a409b4f,5c029b4e08e0144a1a409b51,750 Ml,Beverages,Bottled Water & Soda
Nadu Tomatoes,5d2c2b729e1975027f936d3e,5d2c2b729e1975027f936d40,500 Gms,Fresh Vegetables,"Potatoes, Onions, Tomatoes"
Fresh Hill Banana,5c28381bf7e98871f42dc16a,5c6a97528fb99d10122208bd,1 Kg,Fresh Fruits,"Banana, Guava, Sapota"
Musk Melon,5c0916970ac44c06a6f15e6b,5d6e093e4fce012c1d0fe146,1 Pc,Fresh Fruits,Melon
Pepsi Pet Bottle,5bd2cefb73cdab7135876e85,5bdff87c6cb2d102bffa5de6,750 Ml,Beverages,Soft Drinks
Amul Toned Milk,5bf85868269a0f1dd3c37650,5c3f6b877d95600ff27b94e8,1 Ltr,Breakfast & Dairy,Milk
Carrot,5c0e70078d92d07fdfc247be,5c0e70078d92d07fdfc247c1,250 Gms,Fresh Vegetables,Root Vegetables
Gold Flakes Kings Lights,5bec0c50ab11ff462a6c9b37,5bec0c50ab11ff462a6c9b38,Pack of 20,Paan,Others
Lab Lab Long,5cc83faf13f1917fbe4ba68a,5cc83faf13f1917fbe4ba68b,500 Gms,Fresh Vegetables,"Beans, Brinjals, Okra"
Britannia Sandwich Bread,5bc87ae10d298a283c297008,5bc87ae10d298a283c297009,400 Gms,Breakfast & Dairy,Bread & Buns
Britannia Toastea Premium Bake Rusk,5bc87ae10d298a283c297016,5bc87ae10d298a283c297017,200 Gms,Snacks & Frozen Food,Biscuit & Cookies
Britannia Multigrain Bread,5bc87ae10d298a283c296fe1,5bc87ae10d298a283c296fe2,400 Gms,Breakfast & Dairy,Bread & Buns
Green Grapes,5d2c2b729e1975027f936df8,5d3967fc47ddec28ec4fcc75,1 Kg,Fresh Fruits,Grapes
Eggs,5be034870cb8c317933128bc,5be934123a40350e5cba4c37,30 Pcs,Breakfast & Dairy,Egg
Orange Australia,5cc83faf13f1917fbe4ba684,5cc83faf13f1917fbe4ba685,1 Kg,Fresh Fruits,"Oranges, Mosambi"
Lays Hot n Sweet Chilli Potato Chips,5be591cb3832916b18314f9c,5be591cb3832916b18314f9d,25 Gms,Snacks & Frozen Food,Chips & Crisps
Red Capsicum,5bffa3317978096c909f646b,5bffa3317978096c909f646d,250 Gms,Fresh Vegetables,Cucumber & Capsicum
Nb Banganapalli Mango,5cdac13e8ebff75be21a82e9,5cdac13e8ebff75be21a82ea,1 Kg,Fresh Fruits,Mangoes
Britannia Brown Bread,5bc87ae10d298a283c296f85,5ca1f0ada827f26f07218031,450 Gms,Breakfast & Dairy,Bread & Buns
Modern Brown Bread,5cf7be8568a10a796d97805e,5cf7be8568a10a796d97805f,400 Gms,Breakfast & Dairy,Bread & Buns
Marlboro Advance,5c6d5bd5a6ad42274c520832,5c6d5bd5a6ad42274c520833,Pack of 20,Paan,Others
Lays Magic Masala Chips,5bf85869269a0f1dd3c37e04,5bf85869269a0f1dd3c37e06,52 Gms,Snacks & Frozen Food,Chips & Crisps
Pringles Sour Cream And Onion Crisp Chips,5bc87ae20d298a283c2981c8,5bc87ae20d298a283c2981c9,110 Gms,Snacks & Frozen Food,Chips & Crisps
Nandini Curd,5bc87ae20d298a283c297c79,5bc87ae20d298a283c297c7a,500 Gms,Breakfast & Dairy,Dairy
Kiran Watermelon,5c264106bbc7ac725f513913,5c6aa4518fb99d1012236a00,1 Kg,Fresh Fruits,Melon
Thums Up Pet Bottle,5c029bdf08e0144a1a435dfd,5c62cf70fe61365915573fec,1.25 Ltrs,Beverages,Soft Drinks
Red Bull Energy Drink,5c021de929a128442cdc3b5b,5c021de929a128442cdc3b5c,250 Ml,Beverages,Energy & Sports Drinks
Cucumber,5bd323493cd51519e9354095,5bd323493cd51519e9354097,500 Gms,Fresh Vegetables,Cucumber & Capsicum
Beans Bush,5cc83faf13f1917fbe4ba696,5cc83faf13f1917fbe4ba697,500 Gms,Fresh Vegetables,"Beans, Brinjals, Okra"
Watermelon,5c264106bbc7ac725f513919,5d1359213952a107ae7ee9fe,2 Kgs,Fresh Fruits,Melon
Red Banana,5c0916970ac44c06a6f15df3,5c6aa3d48fb99d10122329be,1 Kg,Fresh Fruits,"Banana, Guava, Sapota"
Wills Classic Ice Burst,5c6ff37486a6a23ab606bdd3,5d0cbe1cc9e8386c3c50b408,Pack of 20,Paan,Others
Small Onion,5c80d9cbd8b2f755a2d4408f,5c80d9cbd8b2f755a2d44091,500 Gms,Fresh Vegetables,"Potatoes, Onions, Tomatoes"
Haldirams Aloo Bhujia Namkeen,5bd2cefa73cdab7135875d96,5be936193a40350e5cba4c6c,175 Gms,Snacks & Frozen Food,Snacks
Haldirams Tasty Nuts,5bd2cefa73cdab7135875deb,5bd2cefa73cdab7135875dec,150 Gms,Snacks & Frozen Food,Snacks
Sapota,5c0e79108d92d07fdfd9df5f,5c0e79108d92d07fdfd9df61,500 Gms,Fresh Fruits,"Banana, Guava, Sapota"
Guava,5bd323493cd51519e935401e,5bd323493cd51519e9354020,500 Gms,Fresh Fruits,"Banana, Guava, Sapota"
Lays Magic Masala Chips,5bfe623d726eb61f4312a5e4,5bfe623d726eb61f4312a5e6,52 Gms,Snacks & Frozen Food,Chips & Crisps
Sweet Potato,5c0e70078d92d07fdfc2485f,5c0e70078d92d07fdfc24861,500 Gms,Fresh Vegetables,"Potatoes, Onions, Tomatoes"
Nandini Standard Milk,5c029ad908e0144a1a3e4867,5c029ad908e0144a1a3e4868,500 Ml,Breakfast & Dairy,Milk
Esse Lights,5c29ecb2fe678415dcccd3e6,5c29ecb2fe678415dcccd3e7,Pack of 20,Paan,Others
Banana Robusta,5c0e70078d92d07fdfc2478a,5c0e70078d92d07fdfc2478c,500 Gms,Fresh Fruits,"Banana, Guava, Sapota"
Beans,5d3fe24447ddec28ec55509a,5d3fe24447ddec28ec55509b,1 Kg,Fresh Vegetables,"Beans, Brinjals, Okra"
Amul Masti Spiced Buttermilk,5bc87ae10d298a283c296e56,5bc87ae10d298a283c296e58,200 Ml,Breakfast & Dairy,Dairy
Id Special Chapati,5bc87ae20d298a283c297880,5bc87ae20d298a283c297881,390 Gms,Instant Foods & Ready To Eat,Ready to Eat
Baby Corn,5bd323493cd51519e9354056,5c5ac68a38708d575b40cab0,250 Gms,Fresh Vegetables,"Peas, Corn, Mushrooms"
Guava,5d3fe24447ddec28ec5550f0,5d3fe24447ddec28ec5550f2,500 Gms,Fresh Fruits,"Banana, Guava, Sapota"
Apple - Washington,5bd323493cd51519e9353fb2,5bd323493cd51519e9353fb4,500 Gms,Fresh Fruits,"Apples, Pears, Plums"
Britannia Marie Gold Biscuit,5bc87ae10d298a283c296fd8,5bc87ae10d298a283c296fd9,400 Gms,Snacks & Frozen Food,Biscuit & Cookies
Small Onion,5c80d9cbd8b2f755a2d4408f,5c80d9cbd8b2f755a2d44090,1 Kg,Fresh Vegetables,"Potatoes, Onions, Tomatoes"
Fresh Drumstick,5c28381bf7e98871f42dc262,5e05b5c59fa7f7315082570f,250 Gms,Fresh Vegetables,"Gourds, Pumpkins, Drumsticks"
Maggi Masala Noodles,5bd2cefa73cdab7135876598,5c5db52138708d575b1d5ff4,70 Gms,Instant Foods & Ready To Eat,Noodles & Pasta
Fresh Hill Banana,5c28381bf7e98871f42dc16a,5c6a97528fb99d10122208be,500 Gms,Fresh Fruits,"Banana, Guava, Sapota"
Fresh Ginger,5c28381bf7e98871f42dc275,5d6e09434fce012c1d0ff02c,100 Gms,Fresh Vegetables,Cut & Packed Vegetables
Marlboro Double Switch,5c101d5e66f5461aad4cff84,5d0cbcbec9e8386c3c509ba7,Pack of 20,Paan,Others
Small Brinjal,5c235baa053cdb286aaa8238,5c235baa053cdb286aaa823a,500 Gms,Fresh Vegetables,"Beans, Brinjals, Okra"
Britannia Nutri Choice Digestive Biscuits,5c021de829a128442cdc36da,5c021de829a128442cdc36db,100 Gms,Snacks & Frozen Food,Biscuit & Cookies
Nestle Kitkat Fingers Chocolate,5be597d0fee8706dda0ba92d,5c4f25e5c838db50a1ba205a,37.5 Gms,Chocolates & Ice-Cream,Bar Chocolates
Bainganpalli Mango,5c790174d661476ccea63567,5c790174d661476ccea63569,500 Gms,Fresh Fruits,Mangoes
Mango - Imam pasand,5cc6adeed3ffea54762e5b73,5cc6adeed3ffea54762e5b74,1 Kg,Fresh Fruits,Mangoes
Nandini Good Life Cow Milk,5c029b4e08e0144a1a409b56,5c029b4e08e0144a1a409b58,500 Ml,Breakfast & Dairy,Milk
Cadbury Nutties Chocolate,5bc87ae10d298a283c2970db,5bc87ae10d298a283c2970dc,30 Gms,Chocolates & Ice-Cream,Bar Chocolates
Milky Mist Curd - Cup,5dc909a6d674de5fa163064b,5dc909a6d674de5fa163064c,400 Gms,Breakfast & Dairy,Dairy
Ash Gourd,5cc83faf13f1917fbe4ba6bd,5cc83faf13f1917fbe4ba6be,500 Gms,Fresh Vegetables,"Gourds, Pumpkins, Drumsticks"
Banana Poovan,5cc83faf13f1917fbe4ba654,5cc83faf13f1917fbe4ba655,1 Kg,Fresh Fruits,"Banana, Guava, Sapota"
Banana,5c6e8a23019ca52990db6fca,5d5d22114fce012c1d011851,6 Pcs,Fresh Fruits,"Banana, Guava, Sapota"
Coca Cola Pet Bottle,5c029b4e08e0144a1a409b47,5c2f3f86870efa7d316d88f5,2.25 Ltr,Beverages,Soft Drinks
Fresh Red Onions,5c28381cf7e98871f42dc376,5c28381cf7e98871f42dc377,1 Kg,Fresh Vegetables,Cut & Packed Vegetables
Nandini Good Life Slim Milk,5bc87ae20d298a283c297c7d,5bc87ae20d298a283c297c7f,500 Ml,Breakfast & Dairy,Milk
Baby Corn,5bd323493cd51519e9354056,5cefa956497d855ddac1d9e9,1 Packet,Fresh Vegetables,"Peas, Corn, Mushrooms"
Coriander Leaves,5c0e70078d92d07fdfc247d9,5d2d99bc9e1975027f94f1e5,200 Gms,Fresh Herbs and Seasoning,Indian Herbs
Desi Tomato,5c80d9cbd8b2f755a2d440a1,5c80d9cbd8b2f755a2d440a2,1 Kg,Fresh Vegetables,"Potatoes, Onions, Tomatoes"
Maaza,5bdc71036cb2d102bff80751,5bdc71036cb2d102bff80753,600 Ml,Beverages,Fruit Juice & Drinks
Muskmelon,5c790174d661476ccea6355f,5d4a7cff47ddec28ecc416c1,1 Pc,Fresh Fruits,Melon
Parwal,5c0e70078d92d07fdfc2482f,5c0e70078d92d07fdfc24831,500 Gms,Fresh Vegetables,"Gourds, Pumpkins, Drumsticks"
Cucumber,5c6e7d63019ca52990d5b937,5c6e7d63019ca52990d5b93a,250 Gms,Fresh Vegetables,Cucumber & Capsicum
Gold Flakes Kings,5bec0c50ab11ff462a6c9b34,5bec0c50ab11ff462a6c9b36,Pack of 10,Paan,Others
Nilgiris Sandwich Bread,5c1012f866f5461aad2b2998,5c1012f866f5461aad2b2999,400 Gms,Breakfast & Dairy,Bread & Buns
Pears Green,5cc83faf13f1917fbe4ba635,5cc83faf13f1917fbe4ba636,500 Gms,Fresh Fruits,"Apples, Pears, Plums"
Spring Onion,5bd323493cd51519e93540e6,5d6e093f4fce012c1d0fe61a,Whole Bunch,Fresh Vegetables,"Potatoes, Onions, Tomatoes"
Banana,5c6e8a23019ca52990db6fca,5d5d22934fce012c1d011913,12 Pcs,Fresh Fruits,"Banana, Guava, Sapota"
Banana,5c6e8a23019ca52990db6fca,5c6e8a23019ca52990db6fcb,1 kg,Fresh Fruits,"Banana, Guava, Sapota"
Apple,5bd323493cd51519e9353fa9,5bd323493cd51519e9353faa,1 Kg,Fresh Fruits,"Apples, Pears, Plums"
Lemon,5c0e70078d92d07fdfc24815,5c0e70078d92d07fdfc24818,100 Gms,Fresh Herbs and Seasoning,"Chilli, Lemon, Garlic and Ginger"
Parle Krack Jack Biscuits,5bf85867269a0f1dd3c371c0,5bffffb2f07b8356278c21e3,75 Gms,Snacks & Frozen Food,Biscuit & Cookies
Epigamia Strawberry Greek Yogurt,5bd2cefa73cdab7135875978,5bd2cefa73cdab7135875979,90 Gms,Breakfast & Dairy,Dairy
India Gate Basmati Rice Dubar,5bc87ae20d298a283c297892,5bc87ae20d298a283c297893,1 Kg,Provisions,Rice & Grains
Bottle Gourd,5def9acca0b6fd0220b61544,5e0474869fa7f7315081fed4,1 Kg,Fresh Vegetables,"Gourds, Pumpkins, Drumsticks"
Epigamia Alphonso Mango Greek Yogurt,5bd2cefa73cdab7135875962,5bd2cefa73cdab7135875963,90 Gms,Breakfast & Dairy,Dairy
Brinjal (Bharta),5c6e85b5019ca52990d99572,5c6e85b5019ca52990d99574,500 Gms,Fresh Vegetables,"Beans, Brinjals, Okra"
Ginger,5c0e790f8d92d07fdfd9df0e,5cdad92c8ebff75be21aa4fc,200 Gms,Fresh Herbs and Seasoning,"Chilli, Lemon, Garlic and Ginger"
Ivy Gourd,5c752ba35c7bd457068c809d,5c82bf683a351d6d84b744a2,500 Gms,Fresh Vegetables,"Gourds, Pumpkins, Drumsticks"
Bitter Gourd,5c6e7d63019ca52990d5b959,5c6e7d63019ca52990d5b95c,250 Gms,Fresh Vegetables,"Gourds, Pumpkins, Drumsticks"
Nandini - Shubham Pasteurized Standardized Milk,5be591cb3832916b18314fdd,5be591cb3832916b18314fdf,500 Ml,Breakfast & Dairy,Milk
Britannia Bourbon Cream Biscuit,5bc87ae10d298a283c296f7f,5bc87ae10d298a283c296f83,120 Gms,Snacks & Frozen Food,Biscuit & Cookies
Britannia Little Hearts Biscuits,5bf85867269a0f1dd3c371ab,5c012ab4a698687bacc8e8d2,75 Gms,Snacks & Frozen Food,Biscuit & Cookies
Britannia Brown Bread,5bc87ae10d298a283c296f85,5bc87ae10d298a283c296f86,400 Gms,Breakfast & Dairy,Bread & Buns
Capsicum - Red/Yellow,5bd323493cd51519e9354077,5bd323493cd51519e9354079,500 Gms,Fresh Vegetables,Cucumber & Capsicum
Capsicum,5d3fe24447ddec28ec55508e,5d3fe24447ddec28ec55508f,1 Kg,Fresh Vegetables,Cucumber & Capsicum
Cucumber Organic,5cc83faf13f1917fbe4ba6d7,5cc83faf13f1917fbe4ba6d8,1 Kg,Fresh Vegetables,Cucumber & Capsicum
Amul UHT Taaza Milk,5c92524f4b987a3b6752e6e6,5c92524f4b987a3b6752e6e7,1 Ltr,Breakfast & Dairy,Milk
Haldirams Salted Peanuts,5c026f97358f6e2072310f3e,5c026f97358f6e2072310f3f,150 Gms,Snacks & Frozen Food,Snacks
Chow Chow,5c0e70078d92d07fdfc247c9,5c0e70078d92d07fdfc247ca,1 Kg,Fresh Vegetables,Speciality
Mango,5c790174d661476ccea6356f,5c790174d661476ccea63570,1 Kg,Fresh Fruits,Mangoes
Ridge Gourd,5c0916970ac44c06a6f15e81,5c6aa4518fb99d1012236a3c,1 Kg,Fresh Vegetables,"Gourds, Pumpkins, Drumsticks"
Banana Robusta,5c0e70078d92d07fdfc2478a,5d4a764147ddec28ecc3fa81,6 Pcs,Fresh Fruits,"Banana, Guava, Sapota"
Green Plantain,5cc83faf13f1917fbe4ba6de,5cc83faf13f1917fbe4ba6df,1 Kg,Fresh Vegetables,"Gourds, Pumpkins, Drumsticks"
Britannia Pav Breads,5bc87ae10d298a283c296ffa,5bc87ae10d298a283c296ffb,200 Gms,Breakfast & Dairy,Bread & Buns
Tomato,5c0e70078d92d07fdfc24863,5c0e70078d92d07fdfc24865,250 Gms,Fresh Vegetables,"Potatoes, Onions, Tomatoes"
Amul Cheese Slices,5bc87ae10d298a283c296e24,5bc87ae10d298a283c296e26,100 Gms,Breakfast & Dairy,Dairy
Cucumber Organic,5cc83faf13f1917fbe4ba6d7,5cc83faf13f1917fbe4ba6d9,500 Gms,Fresh Vegetables,Cucumber & Capsicum
Lemon,5c0e70078d92d07fdfc24815,5d6e09404fce012c1d0feebb,10 Pcs,Fresh Herbs and Seasoning,"Chilli, Lemon, Garlic and Ginger"
Cadbury Oreo Original Biscuits,5bf85867269a0f1dd3c371a2,5bf85867269a0f1dd3c371a5,50 Gms,Snacks & Frozen Food,Biscuit & Cookies
Papaya,5c0e70078d92d07fdfc2482d,5c6aa4518fb99d1012236a1b,1 Kg,Fresh Fruits,"Papaya, Pineapple, Pomegranate"
Coca Cola Zero Can,5bc87ae10d298a283c297191,5bc87ae10d298a283c297192,300 Ml,Beverages,Soft Drinks
Thums Up Can,5bd2cefb73cdab71358776c1,5bd2cefb73cdab71358776c3,300 Ml,Beverages,Soft Drinks
Curry leaves,5c0e70078d92d07fdfc247e1,5c0e70078d92d07fdfc247e3,100 Gms,Fresh Herbs and Seasoning,Indian Herbs
Cadbury Dairy Milk Chocolate,5bc87ae10d298a283c29708b,5bc87ae10d298a283c29708f,25 Gms,Chocolates & Ice-Cream,Bar Chocolates
Banana Karpooravalli,5cc83faf13f1917fbe4ba65d,5cc83faf13f1917fbe4ba65e,1 Kg,Fresh Fruits,"Banana, Guava, Sapota"
Kovakkai,5cc83faf13f1917fbe4ba6d0,5cc83faf13f1917fbe4ba6d1,1 Kg,Fresh Vegetables,"Gourds, Pumpkins, Drumsticks"
Diet Coke Can,5c07ef172e4b98100ae472d5,5c07ef172e4b98100ae472d6,300 Ml,Beverages,Soft Drinks
Papaya,5caef825de0f3b0443a7d9d7,5caef825de0f3b0443a7d9d8,1 Pc,Fresh Fruits,"Papaya, Pineapple, Pomegranate"
Banana Nenthiran,5cc83faf13f1917fbe4ba660,5cc83faf13f1917fbe4ba661,1 Kg,Fresh Fruits,"Banana, Guava, Sapota"
Milky Mist Curd Pouch,5c282c2ff7e98871f4f8bf71,5c282c2ff7e98871f4f8bf73,200 Gms,Breakfast & Dairy,Dairy
Pomegranate,5c0e70078d92d07fdfc24835,5c0e70078d92d07fdfc24838,2 Pcs,Fresh Fruits,"Papaya, Pineapple, Pomegranate"
Coca Cola Pet Bottle,5c029b4e08e0144a1a409b47,5c029b4e08e0144a1a409b4b,600 Ml,Beverages,Soft Drinks
Greens Siru Keerai,5cc83faf13f1917fbe4ba649,5cc83faf13f1917fbe4ba64a,1 Bunch,Fresh Herbs and Seasoning,Indian Herbs
Big Brinjal,5c5a82a781387e38487334b8,5c5a82a781387e38487334ba,500 Gms,Fresh Vegetables,"Beans, Brinjals, Okra"
Britannia Good Day Butter Cookies,5bc87ae10d298a283c296fad,5bc87ae10d298a283c296fb1,75 Gms,Snacks & Frozen Food,Biscuit & Cookies
Regular Cucumber,5c0e70078d92d07fdfc24847,5c0e70078d92d07fdfc24849,500 Gms,Fresh Vegetables,Cucumber & Capsicum
Mother Dairy Fresh Paneer,5bd2cefa73cdab7135876862,5bd2cefa73cdab7135876863,200 Gms,Breakfast & Dairy,Dairy
Hatsun Paneer,5c282c2ff7e98871f4f8bdde,5c282c2ff7e98871f4f8bddf,200 Gms,Breakfast & Dairy,Dairy
Ching's Veg Hakka Noodles,5bc87ae10d298a283c29716a,5bc87ae10d298a283c29716c,150 Gms,Instant Foods & Ready To Eat,Noodles & Pasta
Mushroom,5c235baa053cdb286aaa826a,5d7a3d4c1118d273be238c0f,200 Gms,Fresh Vegetables,"Peas, Corn, Mushrooms"
Brinjal Bottle Shaped,5c0e75068d92d07fdfcf7415,5d3967fc47ddec28ec4fcc10,250 Gms,Fresh Vegetables,"Beans, Brinjals, Okra"
Smith and Jones Ginger Garlic Paste,5bf85868269a0f1dd3c376db,5bf85868269a0f1dd3c376dc,200 Gms,Provisions,Cooking Pastes
Dustbin Bags,5d161a14fd74cb140bb99bb8,5d161a14fd74cb140bb99bb9,Pack of 1,Cleaning & Household,Disposable
Pineapple,5c80d9cbd8b2f755a2d44052,5c80d9cbd8b2f755a2d44053,1 Kg,Fresh Fruits,"Papaya, Pineapple, Pomegranate"
Spring Onion,5bd323493cd51519e93540e6,5cdb2b578ebff75be21abe1d,250 Gms,Fresh Vegetables,"Potatoes, Onions, Tomatoes"
Kwality Walls Vanilla Ice cream,5bf85868269a0f1dd3c375e3,5bf85868269a0f1dd3c375e4,700 Ml,Chocolates & Ice-Cream,Ice Cream & Popsicle
Lays Magic Masala Chips,5bfe623d726eb61f4312a5e4,5bfe623d726eb61f4312a5e7,25 Gms,Snacks & Frozen Food,Chips & Crisps
French Beans,5c752ba35c7bd457068c8087,5d3967fc47ddec28ec4fcc44,250 Gms,Fresh Vegetables,"Beans, Brinjals, Okra"
Litchi,5c790174d661476ccea63577,5c790174d661476ccea63579,500 Gms,Fresh Fruits,Exotic Fruits
Pumpkin,5c6e8ba1019ca52990dcac7d,5c6e8ba1019ca52990dcac7e,1 Kg,Fresh Vegetables,"Gourds, Pumpkins, Drumsticks"
Gold Flakes Kings,5bec0c50ab11ff462a6c9b34,5bec0c50ab11ff462a6c9b35,Pack of 20,Paan,Others
Green Kiwi,5c80d9cad8b2f755a2d44002,5c9a09d1275f537fd49220c0,1 Pc,Fresh Fruits,Exotic Fruits
Britannia Healthy Slice Bread,5c0e13558d92d07fdff2944a,5c0e13558d92d07fdff2944b,450 Gms,Breakfast & Dairy,Bread & Buns
Thums Up Pet Bottle,5c029bdf08e0144a1a435dfd,5c66713751e3c454b3cabd81,600 Ml,Beverages,Soft Drinks
Lays Magic Masala Chips,5bfe623d726eb61f4312a5e4,5c3f6b877d95600ff27b9534,167 Gms,Snacks & Frozen Food,Chips & Crisps
Coca Cola Diet Can,5bd2cef973cdab7135875503,5bd2cef973cdab7135875506,300 Ml,Beverages,Soft Drinks
Lemon,5c0e70078d92d07fdfc24815,5c2c6286fe678415dc48fdf8,1 Kg,Fresh Herbs and Seasoning,"Chilli, Lemon, Garlic and Ginger"
Safal Green Peas,5bd2cefb73cdab71358771ee,5be1ae9848e1c43d79561b70,500 Gms,Snacks & Frozen Food,Frozen Veggies & Snacks
Marlboro Advance,5c9e66db5b0a904a5d6587da,5c9e66db5b0a904a5d6587db,Pack of 20,Paan,Others
KPN Whole Wheat Bread,5cae072a850c55677a212aa6,5cae072a850c55677a212aa7,400 Gms,Breakfast & Dairy,Bread & Buns
Brinjal Ujala,5cc83faf13f1917fbe4ba6a6,5cc83faf13f1917fbe4ba6a7,1 Kg,Fresh Vegetables,"Beans, Brinjals, Okra"
Marlboro Lights/White,5c101d5e66f5461aad4cff92,5d0cbd5ec9e8386c3c509bdc,Pack of 20,Paan,Others
Parle Monaco Biscuit,5bc87ae20d298a283c297fc9,5cc8736613f1917fbe4cad4d,75.4 Gms,Snacks & Frozen Food,Biscuit & Cookies
Arokya Full Cream Milk,5c2638fbbbc7ac725f291def,5c2638fbbbc7ac725f291df0,500 Ml,Breakfast & Dairy,Milk
Sprite Pet Bottle,5bd2cefb73cdab7135877427,5c20d1bc047d031b485ae958,2.25 Ltrs,Beverages,Soft Drinks
Modern 100% Whole Wheat Bread,5c282c2ff7e98871f4f8bf82,5c282c2ff7e98871f4f8bf83,400 Gms,Breakfast & Dairy,Bread & Buns
Cadbury 5 star Chocolate,5bf85867269a0f1dd3c3730c,5bf85867269a0f1dd3c3730d,40 Gms,Chocolates & Ice-Cream,Bar Chocolates
Britannia Nutrichoice Digestive Biscuits,5bc87ae10d298a283c296fe5,5bc87ae10d298a283c296fe6,100 Gms,Snacks & Frozen Food,Biscuit & Cookies
Idli & Dosa Batter,5d6779b04fce012c1d0c563d,5d6779b04fce012c1d0c563e,1 Kg,Instant Foods & Ready To Eat,Ready to Cook
Mango - Alphonso,5bd323493cd51519e9353fd6,5bd323493cd51519e9353fd8,500 Gms,Fresh Fruits,Mangoes
Curry leaves,5c0e70078d92d07fdfc247e1,5d6e093f4fce012c1d0fe992,Half Bunch,Fresh Herbs and Seasoning,Indian Herbs
Lays American Style Cream and Onion Chips,5bfe623d726eb61f4312a5e8,5bfe623d726eb61f4312a5ec,30 Gms,Snacks & Frozen Food,Chips & Crisps
Fresh Drumstick,5c28381bf7e98871f42dc262,5e049aac9fa7f7315082178b,1 Pc,Fresh Vegetables,"Gourds, Pumpkins, Drumsticks"
Coca Cola Can,5bc87ae10d298a283c29718f,5bc87ae10d298a283c297190,300 Ml,Beverages,Soft Drinks
Brinjal Vari,5cc83faf13f1917fbe4ba69f,5cc83faf13f1917fbe4ba6a1,500 Gms,Fresh Vegetables,"Beans, Brinjals, Okra"
Sapota,5c0e79108d92d07fdfd9df5f,5c0e79108d92d07fdfd9df60,1 Kg,Fresh Fruits,"Banana, Guava, Sapota"
Britannia Good Day Cashew Cookies,5bc87ae10d298a283c296fb5,5c947d9219f24c1bbda1444f,200 Gms,Snacks & Frozen Food,Biscuit & Cookies
Kurkure Chilli Chatka,5bdc71036cb2d102bff807a9,5bdc71036cb2d102bff807aa,90 Gms,Snacks & Frozen Food,Chips & Crisps
Cucumber White,5c6e8df1019ca52990de256f,5c6e8df1019ca52990de2571,500 Gms,Fresh Vegetables,Cucumber & Capsicum
Nestle A+ Dahi Cup,5be591cb3832916b18314fe4,5be591cb3832916b18314fe5,400 Gms,Breakfast & Dairy,Dairy
Red Banana,5c0916970ac44c06a6f15df3,5c6aa3d48fb99d10122329bf,500 Gms,Fresh Fruits,"Banana, Guava, Sapota"
Britannia Pav Breads,5bc87ae10d298a283c296ffa,5c0562c3aead9d72d28eea11,270 Gms,Breakfast & Dairy,Bread & Buns
Cadbury Dairy Milk Crispello Chocolate,5bf85867269a0f1dd3c37329,5bf85867269a0f1dd3c3732a,33 Gms,Chocolates & Ice-Cream,Bar Chocolates
Cadbury 5 star Chocolate,5bf85867269a0f1dd3c3730c,5bf85867269a0f1dd3c3730f,19.5 Gms,Chocolates & Ice-Cream,Bar Chocolates
Papaya,5c0e70078d92d07fdfc2482d,5d4a7a8b47ddec28ecc40d6b,1 Pc,Fresh Fruits,"Papaya, Pineapple, Pomegranate"
Sambar Fresh Onions,5c28381cf7e98871f42dc380,5c6aa3d48fb99d10122329e3,500 Gms,Fresh Vegetables,"Potatoes, Onions, Tomatoes"
Motas Premium Salted Potato Chips,5d89b0b7f3e9af377e64f99c,5d89b0b7f3e9af377e64f99d,200 Gms,Snacks & Frozen Food,Chips & Crisps
Palak Spinach,5c0e70078d92d07fdfc24829,5d6e093e4fce012c1d0fe2bf,Each,Fresh Herbs and Seasoning,Indian Herbs
Amul Gold Standardised Milk,5bf85868269a0f1dd3c3764a,5c3f6b877d95600ff27b94e5,1 ltr,Breakfast & Dairy,Milk
Uncle Spicy Treat Chips,5be591cb3832916b18315004,5c3f6b877d95600ff27b949f,60 Gms,Snacks & Frozen Food,Chips & Crisps
Lays Classic Salted Potato Chips,5bfe623d726eb61f4312a5e0,5bfe623d726eb61f4312a5e2,52 Gms,Snacks & Frozen Food,Chips & Crisps
Nilgiris Whole Wheat Bread,5c1012f866f5461aad2b29cf,5c1012f866f5461aad2b29d0,400 Gms,Breakfast & Dairy,Bread & Buns
Carrot,5c0e70078d92d07fdfc247be,5c0e70078d92d07fdfc247bf,1 Kg,Fresh Vegetables,Root Vegetables
Dabur Ginger Garlic Paste,5bc87ae10d298a283c297308,5bc87ae10d298a283c297309,200 Gms,Provisions,Cooking Pastes
Britannia 50-50 Maska Chaska Biscuit,5bd2cef973cdab71358751ea,5c20c3d9047d031b481c2858,50 Gms,Snacks & Frozen Food,Biscuit & Cookies
Marlboro Gold Light - Pack of 20,5d0233e2b70a4f43ad584e49,5d0233e2b70a4f43ad584e4a,Pack of 20,Paan,Others
Okra / Ladies Finger,5bd323493cd51519e93540bc,5bd323493cd51519e93540bd,1 Kg,Fresh Vegetables,"Beans, Brinjals, Okra"
Banana,5c6e8ba1019ca52990dcabcd,5d6e09454fce012c1d0ff164,10 Pcs,Fresh Fruits,"Banana, Guava, Sapota"
Mosambi,5c0916970ac44c06a6f15e01,5c6aa3d48fb99d101223296f,500 Gms,Fresh Fruits,"Oranges, Mosambi"
